FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent
627	-106.801225	4.753663	5936	4.753889	-106.811175	4.739265	-106.795647	377	-6330180.402	281742.303	5939	0	Vent
628	-110.058819	2.035513	5674	2.034783	-110.062205	2.015896	-110.058636	97.7	-6524116.731	119269.9608	5716	0	Vent
629	-111.160442	2.927651	6673	2.93135	-111.166924	2.920785	-111.155788	111.1	-6589864.758	174281.147	6713	0	Vent
630	-116.621703	9.139531	2706	9.138282	-116.626902	9.137865	-116.619883	131.2	-6913051.847	541611.7635	2711	0	Vent
631	-116.589872	9.122679	2704	9.122292	-116.591894	9.120805	-116.588146	64.6	-6910344.046	540634.4508	2707	0	Vent
632	-120.577521	2.533227	4458	2.532097	-120.590013	2.521389	-120.568836	517	-7146527.536	149356.5746	4461	0	Vent
633	-120.313055	2.521939	4437	2.520244	-120.320372	2.50329	-120.300444	90.6	-7130369.049	147959.6959	4461	0	Vent
634	-120.388847	2.413895	4456	2.418877	-120.39197	2.415457	-120.386616	105.8	-7135834.785	142917.8897	4456	0	Vent
635	-120.319505	2.352617	4478	2.37827	-120.32367	2.337819	-120.304039	289.5	-7130802.168	138261.6533	4484	0	Vent
636	-120.388847	2.275212	4481	2.276327	-120.401637	2.272312	-120.379032	131.4	-7135420.122	134418.2203	4483	0	Vent
637	-121.622483	2.794468	3423	2.802722	-121.618319	2.812239	-121.615939	133.8	-7210413.721	168361.9307	3463	0	Vent
638	-129.053761	-11.540783	4210	-11.544426	-129.054951	-11.54279	-129.051084	75	-7649030.269	-683775.9836	4219	0	Vent
639	-130.984648	-11.859279	3563	-11.850282	-130.99015	-11.868723	-130.972007	146.9	-7762975.254	-703678.7491	3598	0	Vent
640	-130.336042	-11.912362	3907	-11.919724	-130.339463	-11.918534	-130.33054	338.6	-7725281.467	-706477.8301	3927	0	Vent
641	-116.618126	-4.02238	7777	-4.026321	-116.612921	-4.027362	-116.609203	84.3	-6914055.507	-238691.9318	7781	0	Vent
642	-116.638032	-4.125228	7843	-4.130954	-116.643386	-4.130805	-116.641453	122.8	-6913184.797	-244712.0489	7847	0	Vent
643	-115.867243	-2.052511	7341	-2.077718	-115.874381	-2.097943	-115.871705	428.5	-6868201.708	-123821.2906	7299	0	Vent
644	-116.066926	-1.691402	7109	-1.699061	-116.069008	-1.706348	-116.068264	216.5	-6880161.949	-100709.4284	7121	0	Vent
645	-116.364583	-1.823902	7028	-1.83074	-116.365024	-1.83074	-116.364453	0	-6896942.34	-108606.2945	7044	1	NoVent
646	-116.416837	-1.799641	7015	-1.807858	-116.417289	-1.807858	-116.416384	0	-6900242.744	-107131.0257	7015	1	NoVent
647	-116.435499	-1.791244	7013	-1.798963	-116.436888	-1.798963	-116.435682	0	-6901559.51	-107256.2709	7015	1	NoVent
648	-116.48122	-3.108775	7394	-3.111564	-116.480165	-3.111564	-116.479713	0	-6903906.739	-186916.2507	7416	1	NoVent
649	-116.450428	-3.072385	7388	-3.072668	-116.448806	-3.074025	-116.448806	0	-6902938.372	-182194.3544	7399	1	NoVent
650	-116.507347	-2.726206	7248	-2.727207	-116.508908	-2.728546	-116.50638	0	-6906232.531	-161924.3633	7253	1	NoVent
651	-116.530674	-2.770995	7280	-2.772307	-116.532506	-2.772783	-116.531078	0	-6908072.514	-164200.4975	7287	1	NoVent
652	-116.537206	-2.812051	7303	-2.814271	-116.538407	-2.815033	-116.53717	0	-6907572.241	-166958.4893	7314	1	NoVent
653	-116.407506	-2.875501	7324	-2.88126	-116.409504	-2.8844	-116.406173	206.5	-6900146.63	-171210.3261	7330	0	Vent
654	-116.460692	-2.970677	7372	-2.970725	-116.46507	-2.973961	-116.460312	80.8	-6903417.717	-176657.2054	7381	0	Vent
655	-116.498949	-2.936153	7349	-2.934677	-116.498949	-2.934868	-116.498378	0	-6905304.573	-174356.8974	7355	1	NoVent
656	-118.175516	1.500512	5066	1.500465	-118.178656	1.499703	-118.177609	0	-7004902.562	88159.61944	5101	1	NoVent
657	-118.057945	1.544368	5053	1.537372	-118.060039	1.534993	-118.055947	121.2	-6997823.616	90589.89176	5063	0	Vent
658	-118.063544	1.513575	5072	1.513623	-118.065162	1.511434	-118.063639	62.5	-6998231.633	89475.54593	5072	0	Vent
659	-118.071942	1.495847	5079	1.49656	-118.074512	1.492277	-118.068991	101.9	-6998450.151	88238.49991	5088	0	Vent
660	-118.149389	1.455723	5098	1.454819	-118.150055	1.454343	-118.149008	0	-7002973.097	85910.98841	5101	1	NoVent
661	-118.123262	1.439861	5120	1.439971	-118.127974	1.436069	-118.126546	79	-7001661.408	85005.49985	5124	0	Vent
662	-118.100868	1.434262	5153	1.430073	-118.101609	1.426932	-118.099706	91.5	-7000188.931	84489.28675	5154	0	Vent
663	-117.942241	0.619669	5690	0.618004	-117.944526	0.616481	-117.940338	73.9	-6990948.376	36311.82113	5695	0	Vent
664	-117.876925	0.230568	6039	0.226143	-117.880161	0.234804	-117.877877	93.7	-6987643.735	13645.71041	6044	0	Vent
665	-117.901185	0.286554	5958	0.291265	-117.902708	0.288029	-117.902042	139.2	-6988548.631	16820.38712	5958	0	Vent
666	-119.183726	-0.010723	5515	-0.014578	-119.186772	-0.017338	-119.178872	212.8	-7064130.787	-1130.685174	5519	0	Vent
667	-119.093043	-0.059383	5572	-0.061143	-119.09447	-0.061334	-119.093804	0	-7059068.685	-3913.396442	5577	1	NoVent
668	-114.863266	-6.049825	7363	-6.024555	-114.856318	-6.084994	-114.880018	237.1	-6809839.364	-360035.9503	7366	0	Vent
669	-114.489095	-5.95185	7272	-5.976358	-114.513936	-5.943427	-114.477388	565.9	-6788038.451	-353963.3477	7349	0	Vent
670	-114.236226	-7.593166	7151	-7.592072	-114.249551	-7.606491	-114.236559	235.3	-6771450.301	-449920.4256	7151	0	Vent
671	-114.309007	-7.833905	7346	-7.850347	-114.388767	-7.839497	-114.223537	186.2	-6776965.373	-464732.4508	7364	0	Vent
672	-114.571207	-6.758978	7252	-6.758973	-114.579849	-6.778104	-114.575947	89.8	-6790824.852	-400821.857	7253	0	Vent
673	-114.619728	-6.192589	7323	-6.1973	-114.627057	-6.185498	-114.604785	153.4	-6792729.565	-367034.2115	7326	0	Vent
674	-114.405116	-5.76803	7371	-5.755038	-114.40169	-5.804055	-114.417775	289	-6782087.454	-345183.6684	7367	0	Vent
675	-114.491894	-5.643928	7398	-5.666533	-114.515213	-5.630461	-114.483518	608.8	-6787191.698	-335485.7142	7420	0	Vent
676	-114.421912	-5.606604	7417	-5.6215	-114.428098	-5.606176	-114.417724	475.4	-6781098.691	-332236.1104	7420	0	Vent
677	-114.336067	-5.621534	7425	-5.629006	-114.337685	-5.624151	-114.33483	146.7	-6777007.296	-333616.6978	7436	0	Vent
678	-114.373391	-5.353735	7391	-5.372367	-114.381386	-5.353521	-114.369393	329.6	-6779255.875	-317888.5729	7402	0	Vent
679	-114.30994	-5.55995	7405	-5.569015	-114.310369	-5.559164	-114.307085	124.5	-6775628.599	-329487.4675	7405	0	Vent
680	-114.268884	-5.527291	7379	-5.538213	-114.274309	-5.530789	-114.271739	124.4	-6773177.374	-327669.4228	7379	0	Vent
681	-114.804481	-5.183912	7364	-5.220865	-114.830474	-5.157095	-114.784789	159.7	-6802456.502	-303510.406	7378	0	Vent
682	-114.553478	-4.861994	7489	-4.870441	-114.565376	-4.86354	-114.554192	305	-6789970.453	-288290.5299	7489	0	Vent
683	-114.729833	-4.429037	7441	-4.448192	-114.731499	-4.422018	-114.732927	72.4	-6801026.383	-261936.6179	7443	0	Vent
684	-114.497493	-4.461696	7522	-4.46467	-114.502489	-4.414225	-114.418732	285.5	-6783419.235	-261871.8952	7584	0	Vent
685	-114.751295	-3.480078	7585	-3.492095	-114.757005	-3.479959	-114.750343	286.6	-6801577.483	-206335.6036	7589	0	Vent
686	-114.792351	-3.542596	7579	-3.553485	-114.79698	-3.542063	-114.791746	197.2	-6805195.83	-209579.2529	7580	0	Vent
687	-114.620078	-4.026639	7541	-4.03699	-114.621982	-4.030328	-114.618888	237.1	-6794061.995	-239198.2824	7560	0	Vent
688	-114.905839	-3.129701	7655	-3.150997	-114.915357	-3.128868	-114.90798	283.8	-6811213.628	-186816.8215	7659	0	Vent
689	-114.321755	-2.640008	8065	-2.649168	-114.325324	-2.639413	-114.326038	359.7	-6776517.225	-156286.7808	8065	0	Vent
690	-114.133444	-2.443843	8180	-2.45467	-114.140345	-2.436824	-114.136538	558.9	-6766366.141	-145180.4784	8188	0	Vent
691	-114.066773	-5.265809	7499	-5.281395	-114.074625	-5.244989	-114.066297	335.1	-6761248.053	-312838.7046	7505	0	Vent
692	-114.193046	-5.096455	7459	-5.099191	-114.195425	-5.088008	-114.185669	678.8	-6768199.722	-301680.3851	7518	0	Vent
693	-114.066773	-6.076929	7235	-6.142959	-114.12269	-6.036835	-114.034412	426.2	-6761752.419	-359132.5587	7255	0	Vent
694	-114.283619	-4.17546	7662	-4.194852	-114.29861	-4.173199	-114.275291	254.4	-6774203.138	-247477.9499	7662	0	Vent
695	-114.263531	-3.350144	7857	-3.360733	-114.267338	-3.350739	-114.264007	311.3	-6772326.917	-198946.9101	7860	0	Vent
696	-114.137976	-3.445566	7760	-3.4671	-114.158201	-3.434264	-114.126792	468.8	-6765942.492	-203968.3232	7767	0	Vent
697	-114.171457	-3.13419	7920	-3.160483	-114.17693	-3.091716	-114.153611	256.7	-6767283.938	-187305.6235	7930	0	Vent
698	-114.247794	-3.012853	7903	-3.021062	-114.258502	-3.011544	-114.247081	368.1	-6771842.669	-178971.0053	7910	0	Vent
699	-113.936016	-2.755716	8055	-2.773443	-113.942441	-2.745366	-113.933875	238.6	-6753446.727	-163246.9375	8055	0	Vent
700	-113.80959	-2.907856	7943	-2.934149	-113.81887	-2.893222	-113.807211	200.7	-6745910.577	-172094.0034	7944	0	Vent
701	-113.758163	-2.677504	8026	-2.680716	-113.767443	-2.674292	-113.751025	394.5	-6743100.878	-159049.277	8038	0	Vent
702	-113.568525	-3.116779	7946	-3.146166	-113.585895	-3.020054	-113.514035	1030.5	-6732518.504	-186366.7207	7980	0	Vent
703	-113.626381	-3.292489	7817	-3.311382	-113.63831	-3.278451	-113.61699	387.9	-6735262.425	-195707.1468	7852	0	Vent
704	-113.863161	-3.602125	7747	-3.614403	-113.870585	-3.601839	-113.862209	330.5	-6749693.54	-214167.6657	7749	0	Vent
705	-113.751735	-3.638553	7770	-3.658255	-113.76011	-3.631224	-113.745453	426.9	-6742709.681	-216541.5165	7822	0	Vent
706	-113.261032	-3.869976	7746	-3.89634	-113.271502	-3.857507	-113.251895	391.9	-6714461.216	-230783.7263	7800	0	Vent
707	-113.348887	-4.342465	7491	-4.365593	-113.368494	-4.312483	-113.324141	234.4	-6717223.133	-255879.2554	7502	0	Vent
708	-113.761377	-4.672457	7486	-4.692539	-113.776796	-4.659798	-113.750908	364.1	-6743585.895	-278545.1842	7492	0	Vent
709	-113.370315	-4.69817	7447	-4.711971	-113.373171	-4.691413	-113.368412	863.8	-6720515.815	-279400.8164	7450	0	Vent
710	-113.45067	-4.960664	7335	-4.981318	-113.460569	-4.948006	-113.443056	391.9	-6725088.441	-294727.6902	7350	0	Vent
711	-113.766734	-5.561721	7283	-5.570763	-113.772635	-5.560484	-113.768067	416.7	-6744069.014	-329508.8535	7287	0	Vent
712	-113.711021	-5.70529	7230	-5.729179	-113.733103	-5.696248	-113.698267	558.9	-6740381.036	-339207.5059	7230	0	Vent
713	-114.081727	-6.72098	7235	-6.727737	-114.087818	-6.711367	-114.072399	149.6	-6762100.618	-398532.1385	7235	0	Vent
714	-114.045299	-6.755265	7218	-6.757814	-114.049176	-6.706417	-113.987881	409	-6757487.249	-398905.7138	7229	0	Vent
715	-113.675665	-7.13347	7160	-7.191386	-113.829093	-7.124642	-113.547127	493.9	-6741374.118	-423439.3487	7172	0	Vent
716	-113.265318	-6.501342	7303	-6.504019	-113.28709	-6.504019	-113.259964	465.4	-6714461.369	-385140.8319	7319	0	Vent
717	-114.0303	-7.345608	7158	-7.356945	-114.037636	-7.304597	-113.956437	353.2	-6758036.776	-435049.0289	7170	0	Vent
718	-113.22139	-5.462081	7211	-5.535398	-113.2666	-5.434866	-113.18778	446.1	-6713995.772	-327586.8426	7227	0	Vent
719	-112.589262	-4.323179	7422	-4.314703	-112.591344	-4.342959	-112.59997	481.3	-6674202.212	-255793.9413	7428	0	Vent
720	-112.826042	-3.882833	7519	-3.875546	-112.824555	-3.896663	-112.835858	485.8	-6687145.618	-229937.9347	7520	0	Vent
721	-112.598905	-3.605339	7316	-3.576934	-112.595633	-3.643262	-112.610802	545.6	-6674245.151	-215092.3944	7453	0	Vent
722	-113.237461	-2.813572	7926	-2.824428	-113.243707	-2.811936	-113.237759	281.6	-6712649.397	-167387.1719	7941	0	Vent
723	-113.446385	-2.768573	8090	-2.778537	-113.456795	-2.772886	-113.44698	341.8	-6724136.256	-164635.2485	8098	0	Vent
724	-113.373529	-2.671076	8034	-2.681574	-113.380652	-2.672949	-113.374109	325.1	-6720520.161	-158602.2268	8048	0	Vent
725	-113.578167	-2.71286	8012	-2.720147	-113.579655	-2.704681	-113.571921	539.8	-6731642.979	-159953.49	8018	0	Vent
726	-113.673522	-2.482509	8088	-2.488309	-113.686609	-2.475519	-113.661922	565.8	-6737610.34	-147872.0793	8105	0	Vent
727	-113.544954	-2.40751	8143	-2.421936	-113.555364	-2.402008	-113.54198	537.9	-6732086.074	-144257.3184	8161	0	Vent
728	-113.285674	-2.482509	8060	-2.515375	-113.314525	-2.471057	-113.271398	239.4	-6716277.305	-147991.9648	8080	0	Vent
729	-112.475693	-2.592863	7556	-2.65815	-112.51198	-2.534418	-112.442084	279.7	-6668608.667	-156255.3172	7569	0	Vent
730	-113.376744	-2.206087	8183	-2.233896	-113.408866	-2.194933	-113.364251	234.4	-6720441.293	-130383.5944	8187	0	Vent
731	-113.430314	-1.965021	8348	-1.975877	-113.438047	-1.962195	-113.427339	425.3	-6723744.432	-116050.9143	8369	0	Vent
732	-113.4121	-1.793596	8427	-1.805047	-113.429054	-1.789284	-113.392172	383.5	-6723225.311	-106693.5752	8440	0	Vent
733	-114.182439	-1.600744	8953	-1.588698	-114.195823	-1.621713	-114.176193	518.8	-6768671.124	-95141.70587	9001	0	Vent
734	-113.411028	-1.083256	10062	-1.090543	-113.420844	-1.088164	-113.407162	338.8	-6722757.719	-64111.29189	10064	0	Vent
735	-113.36603	-1.295394	9561	-1.298814	-113.377035	-1.299409	-113.361568	367.3	-6719538.242	-76565.46012	9561	0	Vent
736	-113.18282	-1.050042	10412	-1.050836	-113.187899	-1.060651	-113.186709	391.9	-6708367.615	-62750.89922	10428	0	Vent
737	-100.476415	9.47257	3588	9.477845	-100.471696	9.466236	-100.482401	180.6	-5955911.504	561925.6912	3596	0	Vent
738	-96.519522	4.931778	3812	4.884488	-96.543851	4.962296	-96.501735	353.2	-5722553.33	290065.9183	3833	0	Vent
739	-96.699498	4.126171	3862	4.083281	-96.909723	4.149906	-96.524251	1211.6	-5720705.3	246158.9757	3878	0	Vent
740	-94.863553	6.039249	3648	6.031258	-94.894387	6.033043	-94.831331	340.2	-5622461.151	355919.1162	3662	0	Vent
741	-105.624021	-4.355554	6660	-4.344697	-105.629077	-4.370574	-105.620154	156.4	-6261618.905	-255859.6315	6669	0	Vent
742	-106.36297	-2.553889	5789	-2.581105	-106.422754	-2.531433	-106.314786	463.1	-6308288.672	-153458.5717	5826	0	Vent
743	-100.232478	10.01227	3499	10.000819	-100.282447	10.01926	-100.19411	199.5	-5942439.885	592995.7879	3501	0	Vent
744	-100.373851	10.688473	3484	10.744539	-100.327154	10.654417	-100.405081	124.2	-5948419.508	636005.8769	3491	0	Vent
745	-100.46791	11.132083	3593	11.121226	-100.489028	11.127175	-100.452443	203.9	-5952243.086	659767.6225	3596	0	Vent
746	-100.716967	11.205513	3653	11.202985	-100.734218	11.194657	-100.708937	262.5	-5969835.197	663386.414	3654	0	Vent
747	-99.443661	12.423072	3639	12.421436	-99.44723	12.425897	-99.437117	214.8	-5893340.313	735662.1262	3641	0	Vent
748	-99.571848	11.916377	3603	11.907603	-99.581366	11.921285	-99.567684	279.4	-5903699.07	704541.3689	3619	0	Vent
749	-98.612964	11.954733	3469	11.935846	-98.620995	11.960235	-98.615344	406.8	-5845295.931	708304.2736	3472	0	Vent
750	-99.186276	12.63111	3605	12.597352	-99.214829	12.651485	-99.162779	179.6	-5879058.792	748599.4689	3605	0	Vent
751	-99.80438	10.262832	3454	10.253165	-99.816277	10.256139	-99.801703	220.3	-5915637.48	607814.2611	3468	0	Vent
752	-100.145086	11.490556	3648	11.481484	-100.156091	11.490705	-100.139138	187.8	-5935545.016	680984.9826	3651	0	Vent
753	-100.93582	10.974313	3738	10.975354	-101.014342	10.959887	-100.860272	428.5	-5978237.304	649559.4559	3747	0	Vent
754	-128.838609	16.068478	802	16.0832	-128.91148	16.052267	-128.749974	147.7	-7631391.021	951399.8567	807	0	Vent
755	-128.770822	16.491314	881	16.494438	-128.805621	16.468263	-128.735724	364	-7632318.359	977352.6589	889	0	Vent
756	-128.703034	16.517676	878	16.52894	-128.731263	16.500089	-128.654823	121.8	-7627221.286	978251.7934	888	0	Vent
757	-128.358446	16.342558	896	16.321886	-128.346251	16.342707	-128.360528	300.4	-7607282.527	967169.8716	907	0	Vent
758	-128.01927	16.66697	949	16.689044	-128.017046	16.660248	-128.01976	102.2	-7588303.484	988035.4108	949	0	Vent
759	-127.888061	16.670829	978	16.689147	-127.941129	16.640752	-127.8463	232.1	-7580894.242	988484.1819	983	0	Vent
760	-127.538332	16.781028	1091	16.815025	-127.606326	16.753664	-127.513003	119	-7557291.123	993509.8214	1116	0	Vent
761	-127.775879	17.024579	1021	17.041389	-127.848246	16.9942	-127.703061	357.3	-7571086.799	1008281.909	1044	0	Vent
762	-127.258763	16.408841	1172	16.407861	-127.297056	16.390071	-127.199664	62.3	-7541066.716	972650.2265	1191	0	Vent
763	-125.886307	17.051642	1351	17.049908	-125.903645	17.021716	-125.824494	210.6	-7461011.011	1007977.081	1376	0	Vent
764	-125.991983	15.765413	1319	15.770615	-126.00329	15.755538	-125.984595	638.3	-7466511.865	933859.6462	1323	0	Vent
765	-127.009023	15.397356	1159	15.404819	-127.04611	15.379491	-126.977362	196.2	-7528125.212	912533.9879	1165	0	Vent
766	-127.183287	15.304215	1130	15.28635	-127.193388	15.373189	-127.141525	71.4	-7536880.623	909712.6224	1142	0	Vent
767	-126.692043	15.223927	1167	15.227319	-126.714657	15.204554	-126.651035	159.3	-7511925.85	902287.8712	1192	0	Vent
768	-126.733478	15.770801	1195	15.757459	-126.738604	15.773892	-126.733628	214.1	-7511039.207	934762.9275	1200	0	Vent
769	-127.522567	15.277421	1109	15.260611	-127.549855	15.276894	-127.502064	449.7	-7559132.411	904604.0351	1116	0	Vent
770	-127.96319	15.49895	968	15.509126	-127.999373	15.475356	-127.921429	215.9	-7584615.499	918031.2598	973	0	Vent
771	-126.870154	14.404696	1138	14.405526	-126.873018	14.391655	-126.852062	289.5	-7520201.269	854106.2274	1139	0	Vent
772	-128.731001	14.714864	805	14.71313	-128.767485	14.702878	-128.6912	339.3	-7630888.876	871757.8884	810	0	Vent
773	-128.415762	14.643245	774	14.657283	-128.561468	14.625458	-128.245594	491.6	-7613319.894	867551.1288	807	0	Vent
774	-127.948214	14.552844	876	14.516346	-128.061793	14.568694	-127.860491	661.6	-7586030.994	860248.3826	894	0	Vent
775	-127.204425	16.200301	1225	16.219753	-127.226653	16.168297	-127.193043	278.7	-7539752.734	958827.175	1227	0	Vent
776	-127.840559	13.556946	871	13.551578	-127.845758	13.55203	-127.840783	150.5	-7578063.767	803283.4633	871	0	Vent
777	-127.811746	14.434076	931	14.434452	-127.819887	14.43008	-127.787021	118.5	-7575850.246	855097.3282	936	0	Vent
778	-127.481767	13.789524	979	13.815379	-127.5178	13.763969	-127.46443	299.1	-7555926.986	815749.2697	985	0	Vent
779	-127.577562	14.61493	1002	14.579877	-127.621284	14.628972	-127.480468	231.6	-7562383.764	866652.363	1014	0	Vent
780	-127.315322	14.979786	1099	14.965658	-127.407824	14.96655	-127.232338	220	-7542540.585	887554.1546	1112	0	Vent
781	-126.254958	14.860882	1226	14.867008	-126.2847	14.846655	-126.240225	196.2	-7483690.62	880582.3149	1229	0	Vent
782	-126.370605	14.771297	1166	14.731133	-126.327987	14.839994	-126.453503	111.7	-7488271.932	873689.6869	1176	0	Vent
783	-126.010635	14.440645	1235	14.494927	-126.068634	14.412538	-125.989517	68.9	-7468810.686	855114.4115	1246	0	Vent
784	-126.163358	16.931097	1352	16.926784	-126.177337	16.919348	-126.154137	450.5	-7478049.442	1003699.899	1352	0	Vent
785	-126.358364	16.841263	1350	16.842006	-126.370261	16.828027	-126.344979	308.6	-7489642.219	997283.3361	1362	0	Vent
786	-126.756258	17.3593	1172	17.388322	-126.788748	17.330127	-126.738544	239.4	-7512348.893	1028289.395	1177	0	Vent
787	-126.520624	17.119787	1271	17.125441	-126.571054	17.109008	-126.470797	264.4	-7499839.838	1015316.048	1278	0	Vent
788	-125.463512	15.374734	1305	15.385966	-125.462985	15.360336	-125.457708	249.1	-7437801.865	911997.0084	1311	0	Vent
789	-125.610516	16.871955	1380	16.892232	-125.654011	16.837958	-125.568981	230.2	-7448453.389	1001459.41	1445	0	Vent
790	-125.616584	14.750693	1304	14.707408	-125.543914	14.738579	-125.608159	237.2	-7440565.504	871298.3204	1316	0	Vent
791	-125.452749	14.616646	1328	14.624617	-125.467621	14.602012	-125.446206	339.1	-7436816.903	866223.7705	1333	0	Vent
792	-125.570661	14.615405	1288	14.611954	-125.581249	14.607433	-125.569352	557.2	-7442927.395	866162.1887	1290	0	Vent
793	-125.756837	14.984034	1277	14.981297	-125.76814	14.960358	-125.728641	299.8	-7454917.8	887518.23	1281	0	Vent
794	-125.20079	14.219469	1306	14.249522	-125.236411	14.21264	-125.207857	169.3	-7419292.594	839863.2438	1316	0	Vent
795	-125.165288	13.923121	1311	13.950842	-125.221562	13.876841	-125.10021	232.1	-7423958.203	826799.3502	1317	0	Vent
796	-124.926766	13.872629	1342	13.927	-124.972809	13.852999	-124.91237	257.5	-7403997.698	820827.671	1365	0	Vent
797	-125.733394	17.299852	1343	17.301339	-125.740235	17.286229	-125.735952	358.6	-7452674.906	1025400.456	1343	0	Vent
798	-109.250548	-3.984583	6484	-3.994647	-109.296696	-3.988175	-109.214843	197.8	-6476391.188	-236349.9509	6489	0	Vent
799	-109.672253	-1.478162	6110	-1.494628	-109.706612	-1.476163	-109.649315	169.7	-6504530.047	-88642.99284	6118	0	Vent
800	-109.806255	1.29981	5674	1.294765	-109.83281	1.292671	-109.780271	112.8	-6509737.477	76260.21301	5689	0	Vent
801	-111.403892	-2.120114	6774	-2.10606	-111.415269	-2.134763	-111.393854	297.9	-6600960.946	-127509.7213	6811	0	Vent
802	-107.539022	-0.388659	5753	-0.440636	-107.566163	-0.358842	-107.526009	214.8	-6375011.543	-23828.90517	5761	0	Vent
803	-107.503598	-0.838885	5922	-0.864687	-107.52717	-0.817842	-107.486124	184.2	-6373148.756	-50676.67956	5924	0	Vent
804	-107.457241	-0.987896	5928	-1.015781	-107.494643	-0.968935	-107.431736	605.3	-6367625.217	-57689.84302	5937	0	Vent
805	-108.14495	0.439985	5629	0.43872	-108.145471	0.458054	-108.099815	149.9	-6410634.377	25274.60347	5633	0	Vent
806	-110.989186	-7.866628	7042	-7.865661	-110.997291	-7.895256	-110.970968	359.8	-6578308.836	-466507.7881	7063	0	Vent
807	-111.089236	-7.209681	7000	-7.209423	-111.09352	-7.207709	-111.091046	138.8	-6584806.242	-427161.2746	7000	0	Vent
808	-111.153225	-7.234653	7005	-7.24026	-111.160526	-7.229886	-111.149295	388	-6588497.646	-428607.6019	7008	0	Vent
809	-111.348575	-7.265694	7042	-7.268977	-111.359092	-7.263457	-111.337772	302.4	-6599611.512	-429905.9439	7046	0	Vent
810	-110.700838	-7.73877	7118	-7.749192	-110.712593	-7.739484	-110.693843	411.9	-6561193.414	-458693.8125	7123	0	Vent
811	-110.697675	-4.885596	6796	-4.889641	-110.707145	-4.88355	-110.698008	299	-6561156.532	-289655.7065	6797	0	Vent
812	-111.999953	-5.713484	7031	-5.742132	-112.031076	-5.701206	-111.985581	188.6	-6639474.195	-339693.2168	7043	0	Vent
813	-111.872253	-5.579605	7015	-5.584255	-111.873148	-5.582399	-111.875076	60.8	-6631574.791	-331723.7413	7018	0	Vent
814	-111.857012	-5.557772	7009	-5.564125	-111.859514	-5.561484	-111.857515	70.7	-6630618.528	-329794.289	7013	0	Vent
815	-111.836827	-5.534292	7003	-5.539926	-111.841097	-5.537998	-111.83917	83.9	-6629332.226	-328076.3995	7003	0	Vent
816	-111.885641	-5.759157	6969	-5.799965	-111.926805	-5.730675	-111.859419	339.7	-6632000.235	-341095.849	6972	0	Vent
817	-112.030047	-5.049622	7106	-5.05619	-112.033569	-5.042674	-112.032236	146.8	-6640309.65	-299316.8069	7106	0	Vent
818	-112.384723	-3.527935	7341	-3.556394	-112.404996	-3.493385	-112.361214	196.8	-6662658.746	-210905.4202	7350	0	Vent
819	-112.296569	-2.455669	7466	-2.466305	-112.304719	-2.362501	-112.267242	298.4	-6656500.31	-145602.1506	7471	0	Vent
820	-107.959139	-2.397293	6219	-2.389113	-107.977431	-2.390303	-107.970887	159.6	-6400472.345	-141485.278	6225	0	Vent
821	-105.552606	-1.584954	5881	-1.586887	-105.563165	-1.578559	-105.55216	288.3	-6255541.009	-92885.61327	5900	0	Vent
822	-106.354186	-1.957948	5726	-1.981594	-106.370694	-1.908723	-106.327268	217	-6303714.473	-115087.839	5739	0	Vent
823	-105.839525	-1.907738	5730	-2.072533	-106.070452	-1.754875	-105.668561	453.9	-6279183.351	-117822.7452	5761	0	Vent
824	-106.262731	-2.183897	5806	-2.219232	-106.320195	-2.161411	-106.200984	297.9	-6298166.544	-129902.5762	5809	0	Vent
825	-105.764209	-2.691385	5878	-2.696739	-105.800258	-2.690314	-105.73744	638.1	-6271240.209	-159560.6337	5880	0	Vent
826	-106.528131	-2.32915	5790	-2.39441	-106.651723	-2.276627	-106.346915	310.5	-6318493.189	-140077.9491	5798	0	Vent
827	-106.507119	-0.390512	5681	-0.393924	-106.511294	-0.388798	-106.508128	192.1	-6312576.444	-22914.73693	5681	0	Vent
828	-106.572962	-0.46059	5681	-0.397949	-106.535799	-0.51494	-106.623241	224	-6317546.637	-28510.09073	5687	0	Vent
829	-106.834775	-0.94118	5742	-0.955125	-106.8644	-0.934169	-106.802135	215.9	-6335670.876	-56240.88057	5748	0	Vent
830	-107.227495	-0.59329	5902	-0.558992	-107.190634	-0.630453	-107.268126	379.1	-6357485.233	-37286.97201	5914	0	Vent
831	-107.390681	-0.318924	5764	-0.330307	-107.394977	-0.317944	-107.385328	303.3	-6366210.18	-19229.94815	5766	0	Vent
832	-107.227495	-0.234642	5747	-0.212809	-107.162088	-0.280921	-107.303963	312.3	-6359761.648	-16840.58635	5759	0	Vent
833	-104.993779	-0.117417	5602	-0.122622	-104.997497	-0.08574	-104.929385	396.4	-6222222.032	-6684.821327	5616	0	Vent
834	-104.840755	0.879626	5558	0.76675	-104.896108	1.091547	-104.726928	158.1	-6216186.837	46995.77829	5580	0	Vent
835	-102.154248	14.235378	5994	14.240803	-102.169417	14.21244	-102.147907	451.7	-6055475.274	842608.7522	6017	0	Vent
836	-101.829603	13.870664	6007	13.894934	-101.837884	13.841444	-101.831031	290.4	-6036452.073	820846.5438	6031	0	Vent
837	-101.700978	14.591057	5417	14.589189	-101.702644	14.588594	-101.700859	0	-6028176.234	864393.8778	5425	1	NoVent
