	FID	Longitude	Latitude	Elevation	v1_lat	v1_long	v2_lat	v2_long	Width	peak_east	peak_north	peak_elev	noVentInt	noVent	Orientation	Length	AspectRatio	EquantInt	Equant	Prominence	clusterID	clusterName
700	700	-113.81	-2.90786	7943	-2.93415	-113.819	-2.89322	-113.807	200.7	-6.74591e+06	-172094	7944	0	Vent	15.8816	2517.61	12.5441	0	NotEquant	0	4	Arsia
701	701	-113.758	-2.6775	8026	-2.68072	-113.767	-2.67429	-113.751	394.5	-6.7431e+06	-159049	8038	0	Vent	68.6098	1042.12	2.64163	0	NotEquant	0	4	Arsia
702	702	-113.569	-3.11678	7946	-3.14617	-113.586	-3.02005	-113.514	1030.5	-6.73252e+06	-186367	7980	0	Vent	29.6412	8584.91	8.33082	0	NotEquant	0	4	Arsia
703	703	-113.626	-3.29249	7817	-3.31138	-113.638	-3.27845	-113.617	387.9	-6.73526e+06	-195707	7852	0	Vent	32.877	2319.98	5.98086	0	NotEquant	0	4	Arsia
704	704	-113.863	-3.60213	7747	-3.6144	-113.871	-3.60184	-113.862	330.5	-6.74969e+06	-214168	7749	0	Vent	33.6379	892.875	2.70159	0	NotEquant	0	4	Arsia
705	705	-113.752	-3.63855	7770	-3.65826	-113.76	-3.63122	-113.745	426.9	-6.74271e+06	-216542	7822	0	Vent	28.4197	1818.48	4.25974	0	NotEquant	0	4	Arsia
706	706	-113.261	-3.86998	7746	-3.89634	-113.272	-3.85751	-113.252	391.9	-6.71446e+06	-230784	7800	0	Vent	26.7374	2572.68	6.56464	0	NotEquant	0	4	Arsia
707	707	-113.349	-4.34246	7491	-4.36559	-113.368	-4.31248	-113.324	234.4	-6.71722e+06	-255879	7502	0	Vent	39.7866	4089.18	17.4453	0	NotEquant	0	4	Arsia
708	708	-113.761	-4.67246	7486	-4.69254	-113.777	-4.6598	-113.751	364.1	-6.74359e+06	-278545	7492	0	Vent	38.2412	2466.41	6.77399	0	NotEquant	0	4	Arsia
709	709	-113.37	-4.69817	7447	-4.71197	-113.373	-4.69141	-113.368	863.8	-6.72052e+06	-279401	7450	0	Vent		1248.3	1.44513	1	Equant	0	4	Arsia
710	710	-113.451	-4.96066	7335	-4.98132	-113.461	-4.94801	-113.443	391.9	-6.72509e+06	-294728	7350	0	Vent	27.6442	2224.93	5.6773	0	NotEquant	0	4	Arsia
711	711	-113.767	-5.56172	7283	-5.57076	-113.773	-5.56048	-113.768	416.7	-6.74407e+06	-329509	7287	0	Vent	23.8603	665.009	1.59589	0	NotEquant	0	4	Arsia
712	712	-113.711	-5.70529	7230	-5.72918	-113.733	-5.69625	-113.698	558.9	-6.74038e+06	-339208	7230	0	Vent	46.4695	2828.87	5.06149	0	NotEquant	0	4	Arsia
713	713	-114.082	-6.72098	7235	-6.72774	-114.088	-6.71137	-114.072	149.6	-6.7621e+06	-398532	7235	0	Vent	43.0903	1326.27	8.86542	0	NotEquant	0	4	Arsia
714	714	-114.045	-6.75526	7218	-6.75781	-114.049	-6.70642	-113.988	409	-6.75749e+06	-398906	7229	0	Vent	49.8278	4713.73	11.525	0	NotEquant	0	4	Arsia
715	715	-113.676	-7.13347	7160	-7.19139	-113.829	-7.12464	-113.547	493.9	-6.74137e+06	-423439	7172	0	Vent	76.5994	17017.5	34.4554	0	NotEquant	0	4	Arsia
716	716	-113.265	-6.50134	7303	-6.50402	-113.287	-6.50402	-113.26	465.4	-6.71446e+06	-385141	7319	0	Vent	-89.9985	1594.63	3.42635	0	NotEquant	0	4	Arsia
717	717	-114.03	-7.34561	7158	-7.35694	-114.038	-7.3046	-113.956	353.2	-6.75804e+06	-435049	7170	0	Vent	56.9813	5683.16	16.0905	0	NotEquant	0	4	Arsia
718	718	-113.221	-5.46208	7211	-5.5354	-113.267	-5.43487	-113.188	446.1	-6.714e+06	-327587	7227	0	Vent	37.9736	7545.2	16.9137	0	NotEquant	0	4	Arsia
719	719	-112.589	-4.32318	7422	-4.3147	-112.591	-4.34296	-112.6	481.3	-6.6742e+06	-255794	7428	0	Vent	16.9304	1747.56	3.63091	0	NotEquant	0	4	Arsia
720	720	-112.826	-3.88283	7519	-3.87555	-112.825	-3.89666	-112.836	485.8	-6.68715e+06	-229938	7520	0	Vent	28.103	1416.42	2.91564	0	NotEquant	0	4	Arsia
721	721	-112.599	-3.60534	7316	-3.57693	-112.596	-3.64326	-112.611	545.6	-6.67425e+06	-215092	7453	0	Vent	12.8566	4025.33	7.3778	0	NotEquant	0	4	Arsia
722	722	-113.237	-2.81357	7926	-2.82443	-113.244	-2.81194	-113.238	281.6	-6.71265e+06	-167387	7941	0	Vent	25.4345	818.434	2.90637	0	NotEquant	0	4	Arsia
723	723	-113.446	-2.76857	8090	-2.77854	-113.457	-2.77289	-113.447	341.8	-6.72414e+06	-164635	8098	0	Vent	60.0399	669.504	1.95876	0	NotEquant	0	4	Arsia
724	724	-113.374	-2.67108	8034	-2.68157	-113.381	-2.67295	-113.374	325.1	-6.72052e+06	-158602	8048	0	Vent	37.1543	640.281	1.96949	0	NotEquant	0	4	Arsia
725	725	-113.578	-2.71286	8012	-2.72015	-113.58	-2.70468	-113.572	539.8	-6.73164e+06	-159953	8018	0	Vent	26.5425	1022.88	1.89492	0	NotEquant	0	4	Arsia
726	726	-113.674	-2.48251	8088	-2.48831	-113.687	-2.47552	-113.662	565.8	-6.73761e+06	-147872	8105	0	Vent	62.5905	1643.82	2.9053	0	NotEquant	0	4	Arsia
727	727	-113.545	-2.40751	8143	-2.42194	-113.555	-2.40201	-113.542	537.9	-6.73209e+06	-144257	8161	0	Vent	33.8628	1419.93	2.63976	0	NotEquant	0	4	Arsia
728	728	-113.286	-2.48251	8060	-2.51538	-113.315	-2.47106	-113.271	239.4	-6.71628e+06	-147992	8080	0	Vent	44.1935	3657.1	15.2761	0	NotEquant	0	4	Arsia
729	729	-112.476	-2.59286	7556	-2.65815	-112.512	-2.53442	-112.442	279.7	-6.66861e+06	-156255	7569	0	Vent	29.4384	8406.05	30.0538	0	NotEquant	0	4	Arsia
730	730	-113.377	-2.20609	8183	-2.2339	-113.409	-2.19493	-113.364	234.4	-6.72044e+06	-130384	8187	0	Vent	48.8484	3503.17	14.9453	0	NotEquant	0	4	Arsia
731	731	-113.43	-1.96502	8348	-1.97588	-113.438	-1.9622	-113.427	425.3	-6.72374e+06	-116051	8369	0	Vent	38.0317	1027.74	2.4165	0	NotEquant	0	4	Arsia
732	732	-113.412	-1.7936	8427	-1.80505	-113.429	-1.78928	-113.392	383.5	-6.72323e+06	-106694	8440	0	Vent	66.849	2372.15	6.18552	0	NotEquant	0	4	Arsia
733	733	-114.182	-1.60074	8953	-1.5887	-114.196	-1.62171	-114.176	518.8	-6.76867e+06	-95141.7	9001	0	Vent	-30.7246	2272.36	4.38003	0	NotEquant	0	4	Arsia
734	734	-113.411	-1.08326	10062	-1.09054	-113.421	-1.08816	-113.407	338.8	-6.72276e+06	-64111.3	10064	0	Vent	80.1345	821.52	2.42479	0	NotEquant	0	4	Arsia
735	735	-113.366	-1.29539	9561	-1.29881	-113.377	-1.29941	-113.362	367.3	-6.71954e+06	-76565.5	9561	0	Vent	-87.7962	915.573	2.49271	0	NotEquant	0	4	Arsia
736	736	-113.183	-1.05004	10412	-1.05084	-113.188	-1.06065	-113.187	391.9	-6.70837e+06	-62750.9	10428	0	Vent		584.972	1.49266	1	Equant	0	4	Arsia
737	737	-100.476	9.47257	3588	9.47785	-100.472	9.46624	-100.482	180.6	-5.95591e+06	561926	3596	0	Vent	42.2892	928.488	5.14113	0	NotEquant	0	1	NE Ascreaus
738	738	-96.5195	4.93178	3812	4.88449	-96.5439	4.9623	-96.5017	353.2	-5.72255e+06	290066	3833	0	Vent	28.3355	5230.41	14.8086	0	NotEquant	0	3	East Pavonis
739	739	-96.6995	4.12617	3862	4.08328	-96.9097	4.14991	-96.5243	1211.6	-5.72071e+06	246159	3878	0	Vent	80.1552	23087.3	19.0552	0	NotEquant	0	3	East Pavonis
740	740	-94.8636	6.03925	3648	6.03126	-94.8944	6.03304	-94.8313	340.2	-5.62246e+06	355919	3662	0	Vent	88.3662	3711.66	10.9102	0	NotEquant	0	3	East Pavonis
741	741	-105.624	-4.35555	6660	-4.3447	-105.629	-4.37057	-105.62	156.4	-6.26162e+06	-255860	6669	0	Vent	-18.974	1619.03	10.3518	0	NotEquant	0	3	East Pavonis
742	742	-106.363	-2.55389	5789	-2.5811	-106.423	-2.53143	-106.315	463.1	-6.30829e+06	-153459	5826	0	Vent	65.2754	7025.95	15.1716	0	NotEquant	0	3	East Pavonis
743	743	-100.232	10.0123	3499	10.0008	-100.282	10.0193	-100.194	199.5	-5.94244e+06	592996	3501	0	Vent	78.0237	5261.42	26.373	0	NotEquant	0	1	NE Ascreaus
744	744	-100.374	10.6885	3484	10.7445	-100.327	10.6544	-100.405	124.2	-5.94842e+06	636006	3491	0	Vent	40.3601	6997.01	56.3366	0	NotEquant	0	1	NE Ascreaus
745	745	-100.468	11.1321	3593	11.1212	-100.489	11.1272	-100.452	203.9	-5.95224e+06	659768	3596	0	Vent	80.5869	2152.91	10.5587	0	NotEquant	0	1	NE Ascreaus
746	746	-100.717	11.2055	3653	11.203	-100.734	11.1947	-100.709	262.5	-5.96984e+06	663386	3654	0	Vent	-71.4398	1547.84	5.89652	0	NotEquant	0	1	NE Ascreaus
747	747	-99.4437	12.4231	3639	12.4214	-99.4472	12.4259	-99.4371	214.8	-5.89334e+06	735662	3641	0	Vent	65.6906	641.187	2.98504	0	NotEquant	0	1	NE Ascreaus
748	748	-99.5718	11.9164	3603	11.9076	-99.5814	11.9213	-99.5677	279.4	-5.9037e+06	704541	3619	0	Vent	44.3747	1132.57	4.05357	0	NotEquant	0	1	NE Ascreaus
749	749	-98.613	11.9547	3469	11.9358	-98.621	11.9602	-98.6153	406.8	-5.8453e+06	708304	3472	0	Vent	12.7716	1479.63	3.63723	0	NotEquant	0	1	NE Ascreaus
750	750	-99.1863	12.6311	3605	12.5974	-99.2148	12.6515	-99.1628	179.6	-5.87906e+06	748599	3605	0	Vent	43.1703	4391.97	24.4542	0	NotEquant	0	1	NE Ascreaus
751	751	-99.8044	10.2628	3454	10.2532	-99.8163	10.2561	-99.8017	220.3	-5.91564e+06	607814	3468	0	Vent	78.2831	866.574	3.93361	0	NotEquant	0	1	NE Ascreaus
752	752	-100.145	11.4906	3648	11.4815	-100.156	11.4907	-100.139	187.8	-5.93555e+06	680985	3651	0	Vent	60.9667	1124.22	5.98626	0	NotEquant	0	1	NE Ascreaus
753	753	-100.936	10.9743	3738	10.9754	-101.014	10.9599	-100.86	428.5	-5.97824e+06	649559	3747	0	Vent	-84.176	8995.97	20.9941	0	NotEquant	0	1	NE Ascreaus
754	754	-128.839	16.0685	802	16.0832	-128.911	16.0523	-128.75	147.7	-7.63139e+06	951400	807	0	Vent	-78.7502	9363.09	63.3926	0	NotEquant	0	0	Olympus
755	755	-128.771	16.4913	881	16.4944	-128.806	16.4683	-128.736	364	-7.63232e+06	977353	889	0	Vent	-68.678	4257.32	11.6959	0	NotEquant	0	0	Olympus
756	756	-128.703	16.5177	878	16.5289	-128.731	16.5001	-128.655	121.8	-7.62722e+06	978252	888	0	Vent	-68.5226	4660.03	38.2597	0	NotEquant	0	0	Olympus
757	757	-128.358	16.3426	896	16.3219	-128.346	16.3427	-128.361	300.4	-7.60728e+06	967170	907	0	Vent	-33.3442	1474.7	4.90911	0	NotEquant	0	0	Olympus
758	758	-128.019	16.667	949	16.689	-128.017	16.6602	-128.02	102.2	-7.5883e+06	988035	949	0	Vent	5.15941	1710.69	16.7387	0	NotEquant	0	0	Olympus
759	759	-127.888	16.6708	978	16.6891	-127.941	16.6408	-127.846	232.1	-7.58089e+06	988484	983	0	Vent	-61.9687	6090.16	26.2394	0	NotEquant	0	0	Olympus
760	760	-127.538	16.781	1091	16.815	-127.606	16.7537	-127.513	119	-7.55729e+06	993510	1116	0	Vent	-55.5334	6413	53.8907	0	NotEquant	0	0	Olympus
761	761	-127.776	17.0246	1021	17.0414	-127.848	16.9942	-127.703	357.3	-7.57109e+06	1.00828e+06	1044	0	Vent	-71.2478	8675.53	24.2808	0	NotEquant	0	0	Olympus
762	762	-127.259	16.4088	1172	16.4079	-127.297	16.3901	-127.2	62.3	-7.54107e+06	972650	1191	0	Vent	-79.2331	5627.26	90.3252	0	NotEquant	0	0	Olympus
763	763	-125.886	17.0516	1351	17.0499	-125.904	17.0217	-125.824	210.6	-7.46101e+06	1.00798e+06	1376	0	Vent	-69.5799	4778.22	22.6886	0	NotEquant	0	0	Olympus
764	764	-125.992	15.7654	1319	15.7706	-126.003	15.7555	-125.985	638.3	-7.46651e+06	933860	1323	0	Vent	-50.04	1388.87	2.1759	0	NotEquant	0	0	Olympus
765	765	-127.009	15.3974	1159	15.4048	-127.046	15.3795	-126.977	196.2	-7.52813e+06	912534	1165	0	Vent	-69.0961	4198.26	21.3979	0	NotEquant	0	0	Olympus
766	766	-127.183	15.3042	1130	15.2864	-127.193	15.3732	-127.142	71.4	-7.53688e+06	909713	1142	0	Vent	29.9343	5929.31	83.0436	0	NotEquant	0	0	Olympus
767	767	-126.692	15.2239	1167	15.2273	-126.715	15.2046	-126.651	159.3	-7.51193e+06	902288	1192	0	Vent	-69.6628	3874.03	24.3191	0	NotEquant	0	0	Olympus
768	768	-126.733	15.7708	1195	15.7575	-126.739	15.7739	-126.734	214.1	-7.51104e+06	934763	1200	0	Vent	16.2462	1012.73	4.73017	0	NotEquant	0	0	Olympus
769	769	-127.523	15.2774	1109	15.2606	-127.55	15.2769	-127.502	449.7	-7.55913e+06	904604	1116	0	Vent	70.5415	2892.95	6.43307	0	NotEquant	0	0	Olympus
770	770	-127.963	15.499	968	15.5091	-127.999	15.4754	-127.921	215.9	-7.58462e+06	918031	973	0	Vent	-65.802	4872.63	22.5689	0	NotEquant	0	0	Olympus
771	771	-126.87	14.4047	1138	14.4055	-126.873	14.3917	-126.852	289.5	-7.5202e+06	854106	1139	0	Vent	-55.6548	1454.59	5.02449	0	NotEquant	0	0	Olympus
772	772	-128.731	14.7149	805	14.7131	-128.767	14.7029	-128.691	339.3	-7.63089e+06	871758	810	0	Vent	-82.0994	4407.57	12.9902	0	NotEquant	0	0	Olympus
773	773	-128.416	14.6432	774	14.6573	-128.561	14.6255	-128.246	491.6	-7.61332e+06	867551	807	0	Vent	-84.0949	18180.1	36.9815	0	NotEquant	0	0	Olympus
774	774	-127.948	14.5528	876	14.5163	-128.062	14.5687	-127.86	661.6	-7.58603e+06	860248	894	0	Vent	74.9371	11937.6	18.0435	0	NotEquant	0	0	Olympus
775	775	-127.204	16.2003	1225	16.2198	-127.227	16.1683	-127.193	278.7	-7.53975e+06	958827	1227	0	Vent	-32.1032	3593.85	12.8951	0	NotEquant	0	0	Olympus
776	776	-127.841	13.5569	871	13.5516	-127.846	13.552	-127.841	150.5	-7.57806e+06	803283	871	0	Vent	84.6603	287.406	1.90967	0	NotEquant	0	0	Olympus
777	777	-127.812	14.4341	931	14.4345	-127.82	14.4301	-127.787	118.5	-7.57585e+06	855097	936	0	Vent	-82.1829	1900.89	16.0413	0	NotEquant	0	0	Olympus
778	778	-127.482	13.7895	979	13.8154	-127.518	13.764	-127.464	299.1	-7.55593e+06	815749	985	0	Vent	-45.2404	4319.38	14.4412	0	NotEquant	0	0	Olympus
779	779	-127.578	14.6149	1002	14.5799	-127.621	14.629	-127.48	231.6	-7.56238e+06	866652	1014	0	Vent	70.1688	8569.73	37.0023	0	NotEquant	0	0	Olympus
780	780	-127.315	14.9798	1099	14.9657	-127.408	14.9665	-127.232	220	-7.54254e+06	887554	1112	0	Vent	89.6759	10030.9	45.5948	0	NotEquant	0	0	Olympus
781	781	-126.255	14.8609	1226	14.867	-126.285	14.8467	-126.24	196.2	-7.48369e+06	880582	1229	0	Vent	-64.6702	2814.14	14.3432	0	NotEquant	0	0	Olympus
782	782	-126.371	14.7713	1166	14.7311	-126.328	14.84	-126.454	111.7	-7.48827e+06	873690	1176	0	Vent	-48.0916	9645.97	86.356	0	NotEquant	0	0	Olympus
783	783	-126.011	14.4406	1235	14.4949	-126.069	14.4125	-125.99	68.9	-7.46881e+06	855114	1246	0	Vent	-42.9294	6656.57	96.6121	0	NotEquant	0	0	Olympus
784	784	-126.163	16.9311	1352	16.9268	-126.177	16.9193	-126.154	450.5	-7.47805e+06	1.0037e+06	1352	0	Vent	-71.4812	1384.97	3.07428	0	NotEquant	0	0	Olympus
785	785	-126.358	16.8413	1350	16.842	-126.37	16.828	-126.345	308.6	-7.48964e+06	997283	1362	0	Vent	-59.9895	1653.47	5.35798	0	NotEquant	0	0	Olympus
786	786	-126.756	17.3593	1172	17.3883	-126.789	17.3301	-126.739	239.4	-7.51235e+06	1.02829e+06	1177	0	Vent	-39.4753	4460.21	18.6308	0	NotEquant	0	0	Olympus
787	787	-126.521	17.1198	1271	17.1254	-126.571	17.109	-126.471	264.4	-7.49984e+06	1.01532e+06	1278	0	Vent	-80.2829	5751.89	21.7545	0	NotEquant	0	0	Olympus
788	788	-125.464	15.3747	1305	15.386	-125.463	15.3603	-125.458	249.1	-7.4378e+06	911997	1311	0	Vent	-11.2293	1546.04	6.20649	0	NotEquant	0	0	Olympus
789	789	-125.611	16.872	1380	16.8922	-125.654	16.838	-125.569	230.2	-7.44845e+06	1.00146e+06	1445	0	Vent	-56.3099	5787.22	25.14	0	NotEquant	0	0	Olympus
790	790	-125.617	14.7507	1304	14.7074	-125.544	14.7386	-125.608	237.2	-7.44057e+06	871298	1316	0	Vent	-63.3507	4113.02	17.3399	0	NotEquant	0	0	Olympus
791	791	-125.453	14.6166	1328	14.6246	-125.468	14.602	-125.446	339.1	-7.43682e+06	866224	1333	0	Vent	-42.5145	1814.4	5.35063	0	NotEquant	0	0	Olympus
792	792	-125.571	14.6154	1288	14.612	-125.581	14.6074	-125.569	557.2	-7.44293e+06	866162	1290	0	Vent		731.787	1.31333	1	Equant	0	0	Olympus
793	793	-125.757	14.984	1277	14.9813	-125.768	14.9604	-125.729	299.8	-7.45492e+06	887518	1281	0	Vent	-61.2498	2575.28	8.58999	0	NotEquant	0	0	Olympus
794	794	-125.201	14.2195	1306	14.2495	-125.236	14.2126	-125.208	169.3	-7.41929e+06	839863	1316	0	Vent	-36.8896	2728.31	16.1152	0	NotEquant	0	0	Olympus
795	795	-125.165	13.9231	1311	13.9508	-125.222	13.8768	-125.1	232.1	-7.42396e+06	826799	1317	0	Vent	-57.876	8230.54	35.4612	0	NotEquant	0	0	Olympus
796	796	-124.927	13.8726	1342	13.927	-124.973	13.853	-124.912	257.5	-7.404e+06	820828	1365	0	Vent	-38.4164	5587.57	21.6993	0	NotEquant	0	0	Olympus
797	797	-125.733	17.2999	1343	17.3013	-125.74	17.2862	-125.736	358.6	-7.45267e+06	1.0254e+06	1343	0	Vent	-15.1444	926.171	2.58274	0	NotEquant	0	0	Olympus
798	798	-109.251	-3.98458	6484	-3.99465	-109.297	-3.98818	-109.215	197.8	-6.47639e+06	-236350	6489	0	Vent	85.471	4846.37	24.5014	0	NotEquant	0	3	East Pavonis
799	799	-109.672	-1.47816	6110	-1.49463	-109.707	-1.47616	-109.649	169.7	-6.50453e+06	-88643	6118	0	Vent	72.1326	3560.68	20.9822	0	NotEquant	0	3	East Pavonis
800	800	-109.806	1.29981	5674	1.29476	-109.833	1.29267	-109.78	112.8	-6.50974e+06	76260.2	5689	0	Vent	-87.7176	3110.23	27.573	0	NotEquant	0	3	East Pavonis
801	801	-111.404	-2.12011	6774	-2.10606	-111.415	-2.13476	-111.394	297.9	-6.60096e+06	-127510	6811	0	Vent	-36.707	2118.33	7.11087	0	NotEquant	0	3	East Pavonis
802	802	-107.539	-0.388659	5753	-0.440636	-107.566	-0.358842	-107.526	214.8	-6.37501e+06	-23828.9	5761	0	Vent	26.1468	5391.16	25.0985	0	NotEquant	0	3	East Pavonis
803	803	-107.504	-0.838885	5922	-0.864687	-107.527	-0.817842	-107.486	184.2	-6.37315e+06	-50676.7	5924	0	Vent	41.2224	3684.93	20.0051	0	NotEquant	0	3	East Pavonis
804	804	-107.457	-0.987896	5928	-1.01578	-107.495	-0.968935	-107.432	605.3	-6.36763e+06	-57689.8	5937	0	Vent	53.3219	4640.21	7.66597	0	NotEquant	0	3	East Pavonis
805	805	-108.145	0.439985	5629	0.43872	-108.145	0.458054	-108.1	149.9	-6.41063e+06	25274.6	5633	0	Vent	67.0479	2933.47	19.5695	0	NotEquant	0	3	East Pavonis
806	806	-110.989	-7.86663	7042	-7.86566	-110.997	-7.89526	-110.971	359.8	-6.57831e+06	-466508	7063	0	Vent	-41.3796	2333.7	6.48611	0	NotEquant	0	4	Arsia
807	807	-111.089	-7.20968	7000	-7.20942	-111.094	-7.20771	-111.091	138.8	-6.58481e+06	-427161	7000	0	Vent		177.126	1.27612	1	Equant	0	4	Arsia
808	808	-111.153	-7.23465	7005	-7.24026	-111.161	-7.22989	-111.149	388	-6.5885e+06	-428608	7008	0	Vent	47.0439	900.723	2.32145	0	NotEquant	0	4	Arsia
809	809	-111.349	-7.26569	7042	-7.26898	-111.359	-7.26346	-111.338	302.4	-6.59961e+06	-429906	7046	0	Vent	75.3731	1293.22	4.27653	0	NotEquant	0	4	Arsia
810	810	-110.701	-7.73877	7118	-7.74919	-110.713	-7.73948	-110.694	411.9	-6.56119e+06	-458694	7123	0	Vent	62.413	1240.28	3.01111	0	NotEquant	0	4	Arsia
811	811	-110.698	-4.8856	6796	-4.88964	-110.707	-4.88355	-110.698	299	-6.56116e+06	-289656	6797	0	Vent	56.2154	648.082	2.1675	0	NotEquant	0	3	East Pavonis
812	812	-112	-5.71348	7031	-5.74213	-112.031	-5.70121	-111.986	188.6	-6.63947e+06	-339693	7043	0	Vent	47.8863	3610.7	19.1447	0	NotEquant	0	4	Arsia
813	813	-111.872	-5.5796	7015	-5.58426	-111.873	-5.5824	-111.875	60.8	-6.63157e+06	-331724	7018	0	Vent	-45.954	157.951	2.59788	0	NotEquant	0	4	Arsia
814	814	-111.857	-5.55777	7009	-5.56412	-111.86	-5.56148	-111.858	70.7	-6.63062e+06	-329794	7013	0	Vent	36.9925	195.638	2.76716	0	NotEquant	0	4	Arsia
815	815	-111.837	-5.53429	7003	-5.53993	-111.841	-5.538	-111.839	83.9	-6.62933e+06	-328076	7003	0	Vent	44.8512	160.906	1.91783	0	NotEquant	0	4	Arsia
816	816	-111.886	-5.75916	6969	-5.79997	-111.927	-5.73067	-111.859	339.7	-6.632e+06	-341096	6972	0	Vent	44.0601	5704.65	16.7932	0	NotEquant	0	4	Arsia
817	817	-112.03	-5.04962	7106	-5.05619	-112.034	-5.04267	-112.032	146.8	-6.64031e+06	-299317	7106	0	Vent	5.61086	803.546	5.47375	0	NotEquant	0	4	Arsia
818	818	-112.385	-3.52793	7341	-3.55639	-112.405	-3.49338	-112.361	196.8	-6.66266e+06	-210905	7350	0	Vent	34.7441	4536.87	23.0532	0	NotEquant	0	4	Arsia
819	819	-112.297	-2.45567	7466	-2.4663	-112.305	-2.3625	-112.267	298.4	-6.6565e+06	-145602	7471	0	Vent	19.836	6529.09	21.8803	0	NotEquant	0	4	Arsia
820	820	-107.959	-2.39729	6219	-2.38911	-107.977	-2.3903	-107.971	159.6	-6.40047e+06	-141485	6225	0	Vent	-79.6847	393.205	2.46369	0	NotEquant	0	3	East Pavonis
821	821	-105.553	-1.58495	5881	-1.58689	-105.563	-1.57856	-105.552	288.3	-6.25554e+06	-92885.6	5900	0	Vent	52.8731	816.357	2.83162	0	NotEquant	0	3	East Pavonis
822	822	-106.354	-1.95795	5726	-1.98159	-106.371	-1.90872	-106.327	217	-6.30371e+06	-115088	5739	0	Vent	30.7782	5018.31	23.1258	0	NotEquant	0	3	East Pavonis
823	823	-105.84	-1.90774	5730	-2.07253	-106.07	-1.75487	-105.669	453.9	-6.27918e+06	-117823	5761	0	Vent	51.6682	30299	66.7526	0	NotEquant	0	3	East Pavonis
824	824	-106.263	-2.1839	5806	-2.21923	-106.32	-2.16141	-106.201	297.9	-6.29817e+06	-129903	5809	0	Vent	64.111	7834.56	26.2993	0	NotEquant	0	3	East Pavonis
825	825	-105.764	-2.69138	5878	-2.69674	-105.8	-2.69031	-105.737	638.1	-6.27124e+06	-159561	5880	0	Vent	84.1552	3732.04	5.84867	0	NotEquant	0	3	East Pavonis
826	826	-106.528	-2.32915	5790	-2.39441	-106.652	-2.27663	-106.347	310.5	-6.31849e+06	-140078	5798	0	Vent	68.8629	19320.1	62.2226	0	NotEquant	0	3	East Pavonis
827	827	-106.507	-0.390512	5681	-0.393924	-106.511	-0.388798	-106.508	192.1	-6.31258e+06	-22914.7	5681	0	Vent	31.7004	356.471	1.85565	0	NotEquant	0	3	East Pavonis
828	828	-106.573	-0.46059	5681	-0.397949	-106.536	-0.51494	-106.623	224	-6.31755e+06	-28510.1	5687	0	Vent	36.7741	8641.68	38.5789	0	NotEquant	0	3	East Pavonis
829	829	-106.835	-0.94118	5742	-0.955125	-106.864	-0.934169	-106.802	215.9	-6.33567e+06	-56240.9	5748	0	Vent	71.3969	3886.59	18.0018	0	NotEquant	0	3	East Pavonis
830	830	-107.227	-0.59329	5902	-0.558992	-107.191	-0.630453	-107.268	379.1	-6.35749e+06	-37287	5914	0	Vent	47.3167	6236.69	16.4513	0	NotEquant	0	3	East Pavonis
831	831	-107.391	-0.318924	5764	-0.330307	-107.395	-0.317944	-107.385	303.3	-6.36621e+06	-19229.9	5766	0	Vent	37.9707	927.887	3.0593	0	NotEquant	0	3	East Pavonis
832	832	-107.227	-0.234642	5747	-0.212809	-107.162	-0.280921	-107.304	312.3	-6.35976e+06	-16840.6	5759	0	Vent	64.3546	9311.45	29.8157	0	NotEquant	0	3	East Pavonis
833	833	-104.994	-0.117417	5602	-0.122622	-104.997	-0.08574	-104.929	396.4	-6.22222e+06	-6684.82	5616	0	Vent	61.5649	4582.84	11.5612	0	NotEquant	0	3	East Pavonis
834	834	-104.841	0.879626	5558	0.76675	-104.896	1.09155	-104.727	158.1	-6.21619e+06	46995.8	5580	0	Vent	27.5097	21667.2	137.048	0	NotEquant	0	3	East Pavonis
835	835	-102.154	14.2354	5994	14.2408	-102.169	14.2124	-102.148	451.7	-6.05548e+06	842609	6017	0	Vent	-36.3231	2082.8	4.61102	0	NotEquant	0	1	NE Ascreaus
836	836	-101.83	13.8707	6007	13.8949	-101.838	13.8414	-101.831	290.4	-6.03645e+06	820847	6031	0	Vent	-7.09101	3189.21	10.9821	0	NotEquant	0	1	NE Ascreaus
837	837	-101.701	14.5911	5417						-6.02818e+06	864394	5425	1	NoVent				0		0	1	NE Ascreaus
838	838	-101.113	14.1785	5077	14.1692	-101.115	14.1873	-101.106	300.3	-5.99347e+06	839347	5092	0	Vent	26.2286	1196.68	3.98496	0	NotEquant	0	1	NE Ascreaus
839	839	-100.233	18.0258	2714	18.0095	-100.248	18.0293	-100.222	88.3	-5.94022e+06	1.06859e+06	2731	0	Vent	51.3642	1874.47	21.2284	0	NotEquant	0	1	NE Ascreaus
840	840	-105.442	5.55552	6440	5.56348	-105.448	5.54533	-105.444	225.8	-6.25044e+06	329941	6445	0	Vent	-13.7539	1105.21	4.89464	0	NotEquant	0	3	East Pavonis
841	841	-105.04	5.94243	6420	5.93626	-105.04	5.94964	-105.04	180.5	-6.22632e+06	351741	6418	0	Vent	-1.26863	792.081	4.38826	0	NotEquant	0	3	East Pavonis
842	842	-105.538	5.33449	6397	5.32915	-105.545	5.34871	-105.538	131.2	-6.25564e+06	317042	6401	0	Vent	20.3365	1234.17	9.4068	0	NotEquant	0	3	East Pavonis
